icao,name,lon,lat,type,municipality
SB06,Pirenopolis Centeral Airport,-48.982601,-15.848900,small_airport,Pirenópolis
SB29,Vista Alegre Airport,-48.534901,-6.870940,small_airport,Araguanã
SBAA,Conceição do Araguaia Airport,-49.301498,-8.348350,medium_airport,Conceição do Araguaia
SBAC,Aracati Dragão do Mar Regional Airport,-37.805135,-4.568896,medium_airport,Aracati
SBAE,Bauru/Arealva–Moussa Nakhal Tobias State Airport,-49.070325,-22.160755,medium_airport,Bauru
SBAF,Campo Délio Jardim de Mattos Airport,-43.384701,-22.875099,medium_airport,Rio de Janeiro
SBAM,Amapá Airport,-50.858200,2.077510,small_airport,Amapá
SBAN,Anápolis Airbase,-48.964298,-16.229200,medium_airport,Anápolis
SBAQ,Araraquara Airport,-48.132999,-21.812000,medium_airport,Araraquara
SBAR,Aracaju - Santa Maria Airport,-37.072873,-10.983940,medium_airport,Aracaju
SBAT,Piloto Osvaldo Marques Dias Airport,-56.106298,-9.866389,medium_airport,Alta Floresta
SBAU,Araçatuba Airport,-50.424575,-21.141479,medium_airport,Araçatuba
SBAX,Romeu Zema Airport,-46.960400,-19.563200,medium_airport,Araxá
SBBE,Val de Cans/Júlio Cezar Ribeiro International Airport,-48.476207,-1.379279,large_airport,Belém
SBBG,Comandante Gustavo Kraemer Airport,-54.112202,-31.390499,medium_airport,Bagé
SBBH,Pampulha - Carlos Drummond de Andrade Airport,-43.950316,-19.850740,medium_airport,Belo Horizonte
SBBI,Bacacheri Airport,-49.231998,-25.405100,medium_airport,Curitiba
SBBP,Estadual Arthur Siqueira Airport,-46.537131,-22.978822,small_airport,Bragança Paulista
SBBQ,Major Brigadeiro Doorgal Borges Airport,-43.761010,-21.267200,medium_airport,Barbacena
SBBR,Presidente Juscelino Kubitschek International Airport,-47.920834,-15.869167,large_airport,Brasília
SBBT,Chafei Amsei Airport,-48.594125,-20.584631,medium_airport,Barretos
SBBU,Bauru Airport,-49.053799,-22.344999,small_airport,Bauru
SBBV,Atlas Brasil Cantanhede International Airport,-60.690648,2.846150,large_airport,Boa Vista
SBBW,Barra do Garças Airport,-52.389008,-15.861417,medium_airport,Barra do Garças
SBBZ,Umberto Modiano Airport,-41.963080,-22.770881,medium_airport,Cabo Frio
SBCA,Coronel Adalberto Mendes da Silva Airport,-53.501208,-25.000323,medium_airport,Cascavel
SBCB,Cabo Frio Airport,-42.071874,-22.921485,small_airport,Cabo Frio
SBCC,Campo de Provas Brigadeiro Veloso,-54.965401,-9.333940,medium_airport,Novo Progresso
SBCD,Doctor Carlos Alberto da Costa Neves Airport,-50.939942,-26.787423,small_airport,Caçador
SBCF,Tancredo Neves International Airport,-43.966928,-19.635710,large_airport,Belo Horizonte
SBCG,Campo Grande Airport,-54.673988,-20.469998,medium_airport,Campo Grande
SBCH,Serafin Enoss Bertaso Airport,-52.656601,-27.134199,medium_airport,Chapecó
SBCI,Brig. Lysias Augusto Rodrigues Airport,-47.458698,-7.320440,medium_airport,Carolina
SBCJ,Carajás Airport,-50.003372,-6.117841,medium_airport,Parauapebas
SBCM,Forquilhinha - Criciúma  Airport,-49.424475,-28.725743,medium_airport,Criciúma
SBCN,Nelson Ribeiro Guimarães Airport,-48.606324,-17.725096,small_airport,Caldas Novas
SBCO,Canoas Air Force Base,-51.144413,-29.945928,medium_airport,Porto Alegre
SBCP,Bartolomeu Lisandro Airport,-41.301701,-21.698299,medium_airport,Campos dos Goytacazes
SBCR,Corumbá International Airport,-57.672772,-19.011930,medium_airport,Corumbá
SBCT,Curitiba-Afonso Pena International Airport,-49.175800,-25.528500,large_airport,Curitiba
SBCV,Caravelas Airport,-39.253101,-17.652300,medium_airport,Caravelas
SBCX,Hugo Cantergiani Regional Airport,-51.187647,-29.197183,medium_airport,Caxias Do Sul
SBCY,Várzea Grande–Marechal Rondon International Airport,-56.116699,-15.652900,large_airport,Cuiabá
SBCZ,Cruzeiro do Sul Airport,-72.769501,-7.599910,medium_airport,Cruzeiro Do Sul
SBDB,Bonito Airport,-56.452399,-21.247300,small_airport,Bonito
SBDN,Presidente Prudente Airport,-51.424599,-22.175100,medium_airport,Presidente Prudente
SBDO,Dourados Airport,-54.926601,-22.201900,small_airport,Dourados
SBEA,DIRAD Heliport,-43.370934,-22.867886,heliport,Rio de Janeiro
SBEG,Eduardo Gomes International Airport,-60.049702,-3.038610,large_airport,Manaus
SBEI,Plataforma Petrobrás PRA-1 Helipad,-40.122036,-22.171507,heliport,Macaé
SBEK,Jacareacanga Airport,-57.776901,-6.233160,medium_airport,Jacareacanga
SBEN,Plataforma Fixa Central de Enchova PCE-1 Helipad,-40.693268,-22.709226,heliport,Macaé
SBES,Tenente Jorge Henrique Möller Airport,-42.092602,-22.812901,small_airport,São Pedro da Aldeia
SBFI,Cataratas International Airport,-54.489444,-25.594167,large_airport,Foz do Iguaçu
SBFL,Hercílio Luz International Airport,-48.552502,-27.670279,large_airport,Florianópolis
SBFN,Fernando de Noronha Airport,-32.423017,-3.854534,medium_airport,Fernando de Noronha
SBFS,Farol de São Tomé Heliport,-41.068623,-22.030589,heliport,Campos dos Goytacazes
SBFZ,Pinto Martins International Airport,-38.532222,-3.775833,large_airport,Fortaleza
SBGL,Rio Galeão – Tom Jobim International Airport,-43.250557,-22.809999,large_airport,Rio De Janeiro
SBGM,Guajará-Mirim Airport,-65.284860,-10.786410,medium_airport,Guajará-Mirim
SBGO,Santa Genoveva International Airport,-49.220699,-16.632000,large_airport,Goiânia
SBGP,EMBRAER - Unidade Gavião Peixoto Airport,-48.405102,-21.773701,small_airport,Gavião Peixoto
SBGR,São Paulo/Guarulhos–Governor André Franco Montoro International Airport,-46.469954,-23.431274,large_airport,São Paulo
SBGU,Tancredo Thomas de Faria Airport,-51.523490,-25.388327,small_airport,Guarapuava
SBGV,Coronel Altino Machado Airport,-41.982869,-18.895882,medium_airport,Governador Valadares
SBGW,Edu Chaves Field,-45.204800,-22.791599,medium_airport,Guaratinguetá
SBHT,Altamira Interstate Airport,-52.253938,-3.253144,medium_airport,Altamira
SBIC,Itacoatiara Airport,-58.481668,-3.126539,medium_airport,Itacoatiara
SBIH,Itaituba Airport,-56.000651,-4.242131,medium_airport,Itaituba
SBIL,Bahia - Jorge Amado Airport,-39.033458,-14.815929,medium_airport,Ilhéus
SBIP,Usiminas Airport,-42.487598,-19.470699,medium_airport,Ipatinga
SBIT,Francisco Vilela do Amaral Airport,-49.213402,-18.444700,small_airport,Itumbiara
SBIZ,Prefeito Renato Moreira Airport,-47.459999,-5.531290,medium_airport,Imperatriz
SBJA,Humberto Ghizzo Bortoluzzi Regional Airport,-49.059600,-28.675300,small_airport,Jaguaruna
SBJD,Comte. Rolim Adolfo Amaro–Jundiaí State Airport,-46.943921,-23.180861,small_airport,Jundiaí
SBJE,Comandante Ariston Pessoa Airport,-40.357338,-2.906425,medium_airport,Cruz
SBJF,Francisco de Assis Airport,-43.386072,-21.791482,medium_airport,Juiz de Fora
SBJH,São Paulo Catarina Executive Airport,-47.165658,-23.426886,medium_airport,São Roque
SBJI,Ji-Paraná Airport,-61.846675,-10.870743,small_airport,Ji-Paraná
SBJP,Presidente Castro Pinto International Airport,-34.950554,-7.148691,large_airport,João Pessoa
SBJR,Jacarepaguá - Roberto Marinho Airport,-43.372194,-22.986773,medium_airport,Rio de Janeiro
SBJU,Orlando Bezerra de Menezes Airport,-39.269096,-7.219320,small_airport,Juazeiro do Norte
SBJV,Lauro Carneiro de Loyola Airport,-48.797401,-26.224501,medium_airport,Joinville
SBKG,Presidente João Suassuna Airport,-35.896057,-7.269662,medium_airport,Campina Grande
SBKP,Viracopos International Airport,-47.134502,-23.007404,large_airport,Campinas
SBLB,Petrobras P-25 Platform Helideck,-39.916901,-22.109400,heliport,Macaé
SBLE,Coronel Horácio de Mattos Airport,-41.277000,-12.482300,small_airport,Lençóis
SBLJ,Lages Airport,-50.281502,-27.782101,medium_airport,Lages
SBLN,Lins Airport,-49.729954,-21.663491,medium_airport,Lins
SBLO,Governor José Richa Airport,-51.128365,-23.334375,medium_airport,Londrina
SBLP,Bom Jesus da Lapa Airport,-43.408100,-13.262100,medium_airport,Bom Jesus da Lapa
SBLS,Lagoa Santa Air Base,-43.897404,-19.661751,small_airport,Lagoa Santa
SBMA,João Correa da Rocha Airport,-49.138000,-5.368590,medium_airport,Marabá
SBMC,Minaçu Airport,-48.195301,-13.549100,medium_airport,Minaçu
SBMD,Monte Dourado - Serra do Areão Airport,-52.602200,-0.889839,medium_airport,Almeirim
SBME,Macaé Benedito Lacerda Airport,-41.765999,-22.343000,medium_airport,Macaé
SBMG,Regional de Maringá - Sílvio Name Júnior Airport,-52.016187,-23.476060,medium_airport,Maringá
SBMK,Mário Ribeiro Airport,-43.818901,-16.706919,medium_airport,Montes Claros
SBML,Frank Miloye Milenkowichi–Marília State Airport,-49.926485,-22.196899,medium_airport,Marília
SBMM,Petrobras P-20 Platform Helideck,-40.090599,-22.357201,heliport,Macaé
SBMN,Ponta Pelada Airport / Manaus Air Base,-59.986301,-3.146040,medium_airport,Manaus
SBMO,Zumbi dos Palmares International Airport,-35.791839,-9.512559,large_airport,Maceió
SBMP,Plataforma PPM-1 Helipad,-40.763889,-22.795833,heliport,Macaé
SBMQ,Macapá - Alberto Alcolumbre International Airport,-51.072201,0.050664,medium_airport,Macapá
SBMS,Dix-Sept Rosado Airport,-37.364300,-5.201920,medium_airport,Mossoró
SBMT,Campo de Marte Airport,-46.637798,-23.509100,medium_airport,São Paulo
SBMY,Manicoré Airport,-61.278301,-5.811380,medium_airport,Manicoré
SBNA,Plataforma Namorado 2 PNA-2 Helipad,-40.413056,-22.373333,heliport,Macaé
SBNF,Ministro Victor Konder International Airport,-48.650979,-26.879431,large_airport,Navegantes
SBNM,Santo Ângelo Airport,-54.169623,-28.282503,medium_airport,Santo Ângelo
SBNT,Natal Air Force Base,-35.247700,-5.911420,medium_airport,Natal
SBOA,Fazenda Antas Airstrip,-35.252233,-6.974453,small_airport,Sapé
SBOD,Fazenda Santa Cruz Airport,-49.195556,-7.455833,small_airport,Araguaína
SBOE,Fazenda Americana Airport,-52.095226,-12.587371,small_airport,Querência
SBOF,Fazenda Bandeirantes Airport,-52.534615,-19.318418,small_airport,Chapadão do Sul
SBOG,Fazenda Vereda Grande Airport,-40.817046,-14.784789,small_airport,Vitória da Conquista
SBOH,Fazenda São Sebastião Airport,-53.543618,-16.000866,small_airport,Tesouro
SBOI,Oiapoque Airport,-51.797056,3.854120,medium_airport,Oiapoque
SBOK,Fazenda São Vicente Airport,-55.975493,-13.290168,small_airport,Lucas do Rio Verde
SBOL,Fazenda Santa Lúcia Airstrip,-52.001389,-18.920278,small_airport,Aporé
SBON,Fazenda Renascer Airport,-47.452097,-7.615933,small_airport,Goiatins
SBOO,Fazenda Ceita Corê Airport,-56.588897,-20.838737,small_airport,Bonito
SBOP,Corinthians Arena Heliport,-46.477670,-23.544130,heliport,São Paulo
SBOQ,Fazenda Irmãs Prata Airport,-52.833071,-18.622041,small_airport,Chapadão do Céu
SBOR,Fazenda Agro Tamareira Airport,-50.357632,-13.732032,small_airport,Mundo Novo
SBOS,Fazenda Santo Augusto Airport,-58.117500,-13.152778,small_airport,Brasnorte
SBOU,Fazenda São Jerônimo Airstrip,-55.786111,-10.270278,small_airport,Nova Canaã do Norte
SBOV,Fazenda Tabatinga Airport,-54.926212,-14.158204,small_airport,Santa Rita do Trivelato
SBOW,Fazenda Agropecuária Vale do Ouro Airport,-56.059897,-4.186313,small_airport,Itaituba
SBOX,Fazenda Baia Morena Airport,-55.373709,-18.261098,small_airport,Corumbá
SBOY,Fazenda São José Airport,-56.181159,-17.417040,small_airport,Corumbá
SBOZ,Fazenda Arizona Airport,-57.278529,-16.180023,small_airport,Cáceres
SBPA,Porto Alegre-Salgado Filho International Airport,-51.167482,-29.993984,large_airport,Porto Alegre
SBPB,Parnaíba - Prefeito Doutor João Silva Filho International Airport,-41.731998,-2.893750,medium_airport,Parnaíba
SBPC,Poços de Caldas - Embaixador Walther Moreira Salles Airport,-46.569768,-21.842529,medium_airport,Poços De Caldas
SBPF,Lauro Kurtz Airport,-52.327770,-28.243976,medium_airport,Passo Fundo
SBPG,Ponta Grossa Airport - Comandante Antonio Amilton Beraldo,-50.143822,-25.184476,medium_airport,Ponta Grossa
SBPJ,Brigadeiro Lysias Rodrigues Airport,-48.356998,-10.291500,medium_airport,Palmas
SBPK,João Simões Lopes Neto International Airport,-52.327796,-31.717189,medium_airport,Pelotas
SBPL,Senador Nilo Coelho Airport,-40.569098,-9.362422,medium_airport,Petrolina
SBPN,Porto Nacional Airport,-48.399700,-10.719402,medium_airport,Porto Nacional
SBPO,Juvenal Loureiro Cardoso Airport,-52.694463,-26.217184,small_airport,Pato Branco
SBPP,Ponta Porã Airport,-55.702599,-22.549601,medium_airport,Ponta Porã
SBPR,Carlos Prates Airport,-43.989179,-19.909629,small_airport,Belo Horizonte
SBPS,Porto Seguro International Airport,-39.080584,-16.438426,large_airport,Porto Seguro
SBPV,Governador Jorge Teixeira de Oliveira International Airport,-63.902338,-8.708491,large_airport,Porto Velho
SBQA,Fazenda Floresta Airport,-49.838244,-16.536119,small_airport,Nazário
SBQB,Fazenda Pedrinhas II Airport,-45.076944,-13.261944,small_airport,Correntina
SBQC,Fazenda Cantagalo Airstrip,-55.855100,-13.366514,small_airport,Nova Mutum
SBQE,Fazenda Tradição Airport,-45.057598,-7.804289,small_airport,Ribeiro Gonçalves
SBQF,Ferigolo Heliport,-53.463611,-29.461667,heliport,Nova Palma
SBQG,Fazenda Rio Azul Airport,-56.598333,-13.513056,small_airport,São José do Rio Claro
SBQH,CMTE Juliano Rambo Airstrip,-51.614688,-10.699027,small_airport,Confresa
SBQJ,Osvaldo de Carvalho Airport,-50.208429,-23.846436,small_airport,Ibaiti
SBQK,Fazenda Mundial Airport,-51.442256,-6.539099,small_airport,São Félix do Xingu
SBQL,Centro de Convenções Ponta da Praia Helipad,-46.294311,-23.984846,heliport,Santos
SBQM,Fazenda São Miguel Airstrip,-53.908334,-22.765333,small_airport,Iateí
SBQN,Fazenda Nossa Senhora Aparecida II Airstrip,-57.378182,-15.575414,small_airport,Porto Estrela
SBQO,Fazenda Paraíso Airstrip,-39.176111,-17.027500,small_airport,Prado
SBQP,Fazenda Três Santos Airstrip,-44.315921,-7.752392,small_airport,Uruçuí
SBQQ,Comandante Gravatá Helipad,-44.319444,-23.018611,heliport,Angra dos Reis
SBQR,Fazenda Arena de Aço Airport,-44.973190,-16.808780,small_airport,Buritizeiro
SBQS,Santa Rosa Airstrip,-54.964051,-15.405795,small_airport,Campo Verde
SBQT,Fazenda Campo Formoso Airstrip,-53.556395,-15.801978,small_airport,Tesouro
SBQU,Hungaro Helipark,-48.219863,-7.204121,heliport,Araguaína
SBQW,Paíto Motors Helipad,-47.373730,-22.355589,heliport,Araras
SBQX,Fazenda São Carlos Airstrip,-57.936944,-13.578333,small_airport,Campo Novo do Parecis
SBQY,LDB - Itapevi Heliport,-46.937120,-23.530395,heliport,Itapevi
SBQZ,Fazenda Mariane Heliport,-48.319211,-22.240253,heliport,Brotas
SBRB,Rio Branco-Plácido de Castro International Airport,-67.893984,-9.869031,large_airport,Rio Branco
SBRC,Petrobras P-52 Platform Helideck,-39.737222,-21.905000,heliport,Macaé
SBRD,Maestro Marinho Franco Airport,-54.724803,-16.584292,medium_airport,Rondonópolis
SBRF,Recife/Guararapes - Gilberto Freyre International Airport,-34.922961,-8.127470,large_airport,Recife
SBRJ,Santos Dumont Airport,-43.162820,-22.910397,large_airport,Rio de Janeiro
SBRP,Leite Lopes Airport,-47.774053,-21.134314,medium_airport,Ribeirão Preto
SBRR,Barreirinhas National Airport,-42.803187,-2.756644,small_airport,Barreirinhas
SBSC,Santa Cruz Air Force Base,-43.719101,-22.932400,medium_airport,Rio de Janeiro
SBSG,Rio Grande do Norte/São Gonçalo do Amarante–Governador Aluízio Alves International Airport,-35.366610,-5.769822,large_airport,Natal
SBSI,Presidente João Batista Figueiredo Airport,-55.586109,-11.885001,small_airport,Sinop
SBSJ,Professor Urbano Ernesto Stumpf Airport,-45.861500,-23.229200,medium_airport,São José Dos Campos
SBSL,Marechal Cunha Machado International Airport,-44.235008,-2.586386,large_airport,São Luís
SBSM,Santa Maria Airport,-53.688202,-29.711399,medium_airport,Santa Maria
SBSN,Santarém - Maestro Wilson Fonseca International Airport,-54.793060,-2.422423,medium_airport,Santarém
SBSO,Adolino Bedin Regional Airport,-55.672341,-12.479177,small_airport,Sorriso
SBSP,Congonhas–Deputado Freitas Nobre Airport,-46.654601,-23.627657,large_airport,São Paulo
SBSR,Prof. Eribelto Manoel Reino State Airport,-49.406963,-20.817113,medium_airport,São José do Rio Preto
SBST,Santos Nero Moura Air Base / Guarujá Airport,-46.300195,-23.928192,medium_airport,Guarujá
SBSV,Deputado Luiz Eduardo Magalhães International Airport,-38.322498,-12.908611,large_airport,Salvador
SBTA,Base de Aviação de Taubaté,-45.516150,-23.040100,medium_airport,Taubaté
SBTB,Trombetas Airport,-56.396801,-1.489600,medium_airport,Oriximiná
SBTC,Una-Comandatuba Airport,-38.998729,-15.354358,small_airport,Una
SBTD,Toledo - Luiz Dalcanale Filho Municipal Airport,-53.697498,-24.686300,small_airport,Toledo
SBTE,Senador Petrônio Portela Airport,-42.823712,-5.060250,medium_airport,Teresina
SBTF,Tefé Airport,-64.724098,-3.382940,medium_airport,Tefé
SBTG,Plínio Alarcom Airport,-51.682026,-20.752643,small_airport,Três Lagoas
SBTK,Tarauacá Airport,-70.782985,-8.155534,medium_airport,Tarauacá
SBTL,Telêmaco Borba Airport,-50.651600,-24.317801,medium_airport,Telêmaco Borba
SBTR,Torres Airport,-49.810001,-29.414900,small_airport,Torres
SBTS,Tiriós Airport,-55.944711,2.224537,medium_airport,Aldeia Tiriós
SBTT,Tabatinga International Airport,-69.935799,-4.255670,medium_airport,Tabatinga
SBTU,Tucuruí Airport,-49.720299,-3.786010,medium_airport,Tucuruí
SBTV,Terravista Airport,-39.108110,-16.541416,small_airport,Porto Seguro
SBUA,São Gabriel da Cachoeira Airport,-66.985500,-0.148350,medium_airport,São Gabriel da Cachoeira
SBUF,Paulo Afonso Airport,-38.250599,-9.400880,medium_airport,Paulo Afonso
SBUG,Rubem Berta Airport,-57.038200,-29.782200,medium_airport,Uruguaiana
SBUL,Ten. Cel. Aviador César Bombonato Airport,-48.225936,-18.883579,medium_airport,Uberlândia
SBUR,Mário de Almeida Franco Airport,-47.964805,-19.765036,medium_airport,Uberaba
SBUY,Urucu Airport,-65.355421,-4.884263,small_airport,Urucu
SBVG,Major Brigadeiro Trompowsky Airport,-45.474116,-21.591375,medium_airport,Varginha
SBVH,Brigadeiro Camarão Airport,-60.098301,-12.694400,medium_airport,Vilhena
SBVT,Eurico de Aguiar Salles International Airport,-40.285000,-20.258000,large_airport,Vitória
SBYA,Iauaretê Airport,-69.179992,0.610384,small_airport,São Gabriel da Cachoeira
SBYS,Campo Fontenelle,-47.341207,-21.984692,medium_airport,Pirassununga
SBZM,Presidente Itamar Franco Airport,-43.173069,-21.513086,medium_airport,Juiz de Fora
SD08,Fazenda Martelli 1 Airstrip,-56.708081,-12.531750,small_airport,Tapurah
SD0D,Equiplex Heliport,-49.235414,-16.820161,heliport,Aparecida de Goiânia
SD0E,Fazenda Tangará Airport,-50.782555,-9.668485,small_airport,Santana do Araguaia
SD0F,Falcão Aéreo Agrícola Heliport,-51.644981,-23.674564,heliport,Marumbi
SD0G,Fazenda Santa Paula Airport,-45.485565,-12.815254,small_airport,São Desidério
SD0J,Vem Sonhar Comigo Heliport,-40.663889,-20.517061,heliport,Guarapari
SD0L,Espaço Talismã Heliport,-46.487389,-23.063806,heliport,Atibaia
SD0M,Fazenda Campo Dania Airstrip,-57.478666,-18.580421,small_airport,Corumbá
SD0Q,Fazenda Boa Esperança Airstrip,-49.051116,-19.618428,small_airport,Comendador Gomes
SD0S,Henrimar Bahia Marina Heliport,-38.518192,-12.979469,heliport,Salvador
SD10,Fazenda Vale do Juruena 2 Airport,-58.221169,-9.391400,small_airport,Nova Bandeirantes
SD11,Amazon Runway,-60.486547,-3.231842,small_airport,Manacapuru
SD1A,Ninho Verde II Heliport,-48.424900,-23.143019,heliport,Pardinho
SD1B,Gaspar Airstrip,-62.406175,-8.812264,small_airport,Cujubim
SD1C,Fazenda Indiana Airstrip,-54.295199,-17.632492,small_airport,Itiquira
SD1F,Fazenda Marupiara Airport,-48.526283,-2.755831,small_airport,Tailândia
SD1G,Época Helistop,-44.064971,-19.900615,heliport,Contagem
SD1H,Pingo do Mula Heliport,-46.314938,-20.234335,heliport,São Roque de Minas
SD1I,Fazenda São João Agroer Airport,-53.945414,-13.486176,small_airport,Gaúcha do Norte
SD1J,Fazenda São Joaquim Airstrip,-61.134500,3.482131,small_airport,Amajari
SD1K,Fazenda Ranchinho Airstrip,-53.536425,-19.530461,small_airport,Camapuã
SD1L,Grupo Shimohira Airstrip,-47.223628,-10.887200,small_airport,Ponte Alta do Tocantins
SD1M,Fazenda Rio Branco Airport,-55.699957,-21.659571,small_airport,Maracaju
SD1N,Fazenda Novo Horizonte Airport,-56.325761,-20.008833,small_airport,Miranda
SD1P,Fazenda Agropecuária Rio da Prata Airport,-48.162119,-1.208081,small_airport,Santa Izabel do Pará
SD1Q,Rincão dos Sonhos Airstrip,-56.529461,-21.238397,small_airport,Bonito
SD1R,Fazenda Reginatto Airstrip,-45.657328,-10.744547,small_airport,Formosa do Rio Preto
SD1S,Fazenda Muralha Airstrip,-60.650064,-12.797181,small_airport,Chupinguaia
SD1T,Boaventura Energy Complex Heliport,-42.863714,-22.648654,heliport,Itaboraí
SD1U,Cruzeiro do Sul Airport,-48.888011,-28.269354,small_airport,Imaruí
SD1V,Fazenda Lago Azul Airstrip,-50.799759,-13.998115,small_airport,Nova Crixás
SD1X,Fazenda Querência Agroer Airport,-53.904384,-14.234011,small_airport,Paranatinga
SD1Z,Outland Serra da Mesa Airport,-48.276384,-14.250443,small_airport,Niquelândia
SD2B,Fazenda Santa Edwirges Airport,-55.136250,-16.693637,small_airport,Santo Antônio do Leverger
SD2C,A Tartaruga Heliport,-44.349253,-23.029701,heliport,Angra dos Reis
SD2D,Fazenda São Mateus Airport,-57.257500,-12.255000,small_airport,Nova Maringá
SD2E,Fazenda Santa Ana Airport,-51.473056,-10.689722,small_airport,Confresa
SD2F,Fazenda Planura Airstrip,-50.104167,-8.957500,small_airport,Santa Maria das Barreiras
SD2G,Linha Becker Airstrip,-53.777567,-27.109423,small_airport,Itapiranga
SD2H,Torre Jequitibá Helipad,-46.705579,-23.625343,heliport,São Paulo
SD2I,Estância Rancharia Aviação Airstrip,-50.909067,-22.175443,small_airport,Rancharia
SD2J,Fazenda Vale do Forquilha Airport,-50.982823,-13.004455,small_airport,Cocalinho
SD2K,Jotabasso Guiratinga Airport,-53.430278,-16.266389,small_airport,Guiratinga
SD2L,Fazenda Ágape Airstrip,-59.914167,-14.120833,small_airport,Nova Lacerda
SD2M,Fazenda do Taboado Airport,-51.075000,-20.196111,small_airport,Aparecida do Taboado
SD2N,Érico Veríssimo Airport,-53.645259,-28.720743,small_airport,Cruz Alta
SD2O,Bethaville Empresarial Itú Heliport,-47.323136,-23.315912,heliport,Itu
SD2P,Fazenda São Gabriel Airstrip,-45.807742,-10.303156,small_airport,Mateiros
SD2Q,Fazenda Bom Jesus Airport,-56.309444,-21.710278,small_airport,Bela Vista
SD2T,Fazenda KPM Airstrip,-54.106361,-12.536124,small_airport,Paranatinga
SD2U,Portofino Rivera Villas Heliport,-38.330998,-3.919638,heliport,Aquiraz
SD2V,Fazenda Santo Antônio Airstrip,-55.845833,-12.911667,small_airport,Sorriso
SD2W,Fazenda Aguapeí Airport,-50.944467,-21.212285,small_airport,Valparaíso
SD2X,Fazenda Santo Antônio Airstrip,-52.374738,-19.289761,small_airport,Cassilândia
SD2Y,Caminho do Lobo Airstrip,-59.772778,-13.708056,small_airport,Comodoro
SD2Z,Fazenda Recanto Airport,-60.317929,-13.423979,small_airport,Comodoro
SD31,Agropecuária Fio d'Água,-52.248619,-14.089192,small_airport,Água Boa
SD34,Ita Airstrip,-46.152222,-13.814167,small_airport,Correntina
SD38,Fazenda Esteios Airstrip,-65.642753,-9.729995,small_airport,Vista Alegre do Abunã
SD39,Pista Santa Rita,-56.568259,-5.507230,small_airport,Trairão
SD3A,Fazenda São Martinho Airstrip,-55.849349,-12.307531,small_airport,Sorriso
SD3B,Fazenda Perdizes Airport,-56.263481,-11.638105,small_airport,Porto dos Gaúchos
SD3C,Thera Corporate Helipad,-46.690000,-23.598889,heliport,São Paulo
SD3E,Fazenda Rio Madeira Airport,-64.837556,-9.642562,small_airport,Rio Madeira
SD3F,Matusa Heliport,-40.509238,-2.796210,heliport,Jijoca de Jericoacoara
SD3G,Fazenda Verde Airport,-54.859883,-16.589892,small_airport,Rondonópolis
SD3H,Fazenda Angola Airport,-51.870092,-9.805995,small_airport,Vila Rica
SD3I,Raízen Heliport,-47.618673,-22.695704,heliport,Piracicaba
SD3J,Fazenda Santa Pilar Airstrip,-53.276944,-21.499444,small_airport,Ribas do Rio Pardo
SD3L,Manoel Rodrigues Airstrip,-40.222500,-5.448889,small_airport,Independência
SD3M,Fazenda São Francisco Airstrip,-57.425556,-14.973333,small_airport,Barra do Bugres
SD3N,Aerounião Airstrip,-54.509722,-23.877778,small_airport,Japorã
SD3P,Fazenda Morando Airstrip,-52.851389,-22.085556,small_airport,Anaurilândia
SD3Q,Fazenda Panorama Airport,-46.100030,-13.400127,small_airport,Correntina
SD3R,Fazenda Zohar Airstrip,-60.045556,-15.366667,small_airport,Vila Bela da Santíssima Trindade
SD3S,Fazenda Brasil Airstrip,-68.586709,-9.132778,small_airport,Sena Madureira
SD3T,Trimais Center Helipad,-46.610173,-23.478589,heliport,São Paulo
SD3U,Idilia Lurdes Zandona Bedin Airport,-55.680445,-12.427696,small_airport,Sorriso
SD3V,Fazenda Divisão Airport,-56.271327,-12.997275,small_airport,Lucas do Rio Verde
SD3W,Fazenda Rio Vermelho Airport,-60.205855,-13.681229,small_airport,Comodoro
SD3Y,Rio Louro Airstrip,-41.759826,-22.293172,small_airport,Macaé
SD3Z,Fazenda Eldorado Airport,-52.371389,-10.823056,small_airport,São José do Xingu
SD4A,Agrícola Dall Olivo Airstrip,-51.520556,-28.029722,small_airport,Lagoa Vermelha
SD4C,HELPN Anderson Franco Helipad,-42.571195,-19.459500,heliport,Ipatinga
SD4D,Fazenda Ibicuí Airport,-55.155211,-29.753193,small_airport,Alegrete
SD4E,Fazenda Seara Airport,-45.718871,-14.049243,small_airport,Jaborandi
SD4F,Fazenda Chapadão Airstrip,-59.492963,-13.924428,small_airport,Comodoro
SD4G,Fazenda Chocolate Airstrip,-68.290944,-9.567788,small_airport,Bujari
SD4I,SAC Firearms Heliport,-47.336111,-23.279167,heliport,Itu
SD4J,Fazenda Ouro e Prata Airport,-56.862899,-21.852061,small_airport,Caracol
SD4K,Hospital Estadual de Sorocaba Helipad,-47.519259,-23.526917,heliport,Sorocaba
SD4M,IBR Heliport,-38.948000,-4.264400,heliport,Guaramiranga
SD4N,Hospital de Urgência e Emergência de Rio Branco Helipad,-67.814441,-9.964465,heliport,Rio Branco
SD4O,Fazenda Entre Rios Airstrip,-47.521764,-16.710943,small_airport,Cristalina
SD4Q,Fazenda Garrote I Heliport,-51.164167,-15.330833,heliport,Britânia
SD4S,São Salvador Alimentos Itaberaí Heliport,-49.798889,-16.007500,heliport,Itaberaí
SD4T,São Salvador Alimentos Nova Veneza Heliport,-49.295560,-16.377960,heliport,Nova Veneza
SD4U,Ruaro Airport,-54.714240,-22.235392,small_airport,Dourados
