icao,name,lon,lat,type,municipality
SSC6,Guarujá Marina Residential Heliport.,-46.204187,-23.931536,heliport,Guarujá
SSC7,Fazenda Maria II Airport,-45.702778,-14.407778,small_airport,Jaborandi
SSC8,Fazenda Dona Francisca Airport,-54.206003,-14.349113,small_airport,Paranatinga
SSC9,Fazenda Tara Airport,-45.941828,-12.843055,small_airport,São Desidério
SSCA,Fazenda Pantanal Airport,-52.604213,-18.734380,small_airport,Chapadão do Sul
SSCB,Fazenda Santa Maria Airport,-49.934503,-13.769686,small_airport,Mundo Novo
SSCC,SC401 Square Corporate Helipad,-48.509863,-27.534620,heliport,Florianópolis
SSCD,Chapadão do Sul Airport,-52.488116,-18.839125,small_airport,Chapadão do Sul
SSCE,Aeroclube de Bagé,-54.134724,-31.327778,small_airport,Bagé
SSCF,Max Fontoura Airport,-49.524194,-25.426398,small_airport,Campo Largo
SSCG,Orla 62 Helipad,-44.195884,-23.038528,heliport,Angra dos Reis
SSCH,Fazenda Cachoeirão Airport,-53.226976,-21.598487,small_airport,Nova Andradina
SSCI,Coxim Airport,-54.714699,-18.477699,small_airport,Coxim
SSCJ,Fazenda Celeiro Airport,-54.661987,-21.545365,small_airport,Rio Brilhante
SSCK,Olavo Cecco Rigon Airport,-52.051755,-27.180511,small_airport,Concórdia
SSCL,Cassilândia Airport,-51.676941,-19.146861,small_airport,Cassilândia
SSCM,Fazenda Caçadinha Airport,-54.795610,-21.614120,small_airport,Rio Brilhante
SSCN,Canela Airport,-50.831729,-29.370091,small_airport,Canela
SSCO,Comandante Marilda Zaiden de Mesquita Airport,-52.451879,-31.775068,small_airport,Capão do Leão
SSCP,Cornélio Procópio Airport,-50.602868,-23.152711,small_airport,Cornélio Procópio
SSCQ,Salcã Airport,-54.929386,-29.900249,small_airport,Cacequi
SSCR,Balduino Helmuth Jope Airport,-54.054699,-24.512699,small_airport,Marechal Cândido Rondon
SSCT,Engenheiro Gastão de Mesquita Filho Airport,-52.642091,-23.691570,small_airport,Cianorte
SSCU,Fazenda Santa Marina Airport,-50.481324,-8.868940,small_airport,Santa Maria Das Barreiras
SSCW,Fazenda Santa Glória Airport,-56.005554,-18.039722,small_airport,Corumbá
SSCX,Fazenda Coxilha Airport,-52.335746,-28.095087,small_airport,Passo Fundo
SSCY,Sikorski Heliport,-49.448541,-25.438472,heliport,Campo Largo
SSD1,Fazenda 28 Heliport,-43.036719,-21.415125,heliport,Descoberto
SSD2,Fazenda São Manoel Heliport,-51.093063,-23.602227,heliport,Londrina
SSDA,Água Mansa Heliport,-45.404187,-23.741404,heliport,São Sebastião
SSDD,Nossa Senhora de Fátima Heliport,-51.183286,-29.932878,heliport,Canoas
SSDG,Fazenda Nazaré Airport,-45.572980,-9.335862,small_airport,Santa Filomena
SSDI,Fazenda Bacatuba Airport,-43.705702,-5.659765,small_airport,Buriti Bravo
SSDK,São Pedro,-44.727917,-20.075955,small_airport,
SSDL,Fazenda Ribeirão Airport,-45.333596,-8.008883,small_airport,Ribeirão Gonçalves
SSDO,São Pedro Airport,-39.316389,-16.753778,small_airport,Porto Seguro
SSDP,Fazenda Fortaleza do Guaporé Airport,-60.174884,-14.463956,small_airport,Vila Bela da Santíssima Trindade
SSDQ,Fazenda Marema Airport,-56.634712,-20.180732,small_airport,Miranda
SSDT,Fazenda Pau d'Arco Airport,-50.180906,-7.941807,small_airport,Redenção
SSDV,Fazenda Santa Maria Airport,-55.465482,-18.209771,small_airport,Corumbá
SSDW,Fazenda Potrich Airport,-55.535563,-12.915799,small_airport,Sorriso
SSDX,Fazenda da Coxilha Airport,-51.708516,-31.013962,small_airport,Camaquã
SSEB,Mata Serena Airport,-46.772192,-13.772931,small_airport,São Domingos
SSEC,Edifício Sequóia Heliport,-47.804453,-21.218996,heliport,Ribeirão Preto
SSED,Fazenda Escalada Airport,-54.430442,-17.964970,small_airport,Pedro Gomes
SSEE,Vale do Taquari Regional Airport,-51.934072,-29.453107,small_airport,Estrela
SSEF,Fazenda Passaredo Airport,-47.231553,-21.320047,small_airport,Cajuru
SSEH,Fazenda Pantera Airport,-53.246868,-17.953015,small_airport,Alto Taquari
SSEJ,Moinho Velho Heliport,-46.845590,-23.626064,heliport,Embu
SSEK,Fazenda Lontra Airport,-53.254715,-20.017770,small_airport,Ribas do Rio Pardo
SSEN,Fazenda Baviera Heliport,-39.829334,-14.121219,heliport,Itagibá
SSEO,Fazenda Mimoso Airport,-53.562494,-20.730548,small_airport,Ribas do Rio Pardo
SSEP,São Sepé Airport,-53.579399,-30.182199,small_airport,São Sepé
SSEQ,Fazenda Aldebaran Airport,-53.940833,-21.923320,small_airport,Angélica
SSER,Erechim Airport,-52.271489,-27.663614,small_airport,Erechim
SSEU,Tabocal Airport,-56.582297,-7.281926,small_airport,Itaituba
SSEV,São Camilo Airport,-57.130864,-18.089084,small_airport,Corumbá
SSEW,Sítio Limoeiro Airport,-48.309794,-23.145561,small_airport,Pardinho
SSEX,Estância Caiman Airport,-56.311269,-19.968191,small_airport,Miranda
SSEZ,Espumoso Airport,-52.857248,-28.738719,small_airport,Espumoso
SSFA,Foz do Areia Airport,-51.640701,-25.981501,small_airport,Pinhão
SSFB,Paulo Abdala Airport,-53.063827,-26.059380,small_airport,Francisco Beltrão
SSFC,Safra Airport,-54.621667,-31.022500,small_airport,Dom Pedrito
SSFD,Fazenda Acarajá Airport,-54.700604,-23.002675,small_airport,Amambaí
SSFE,Estância Hércules Airport,-54.598468,-25.460699,small_airport,Foz do Iguaçu
SSFG,Fazenda Guanabara Airport,-52.142143,-22.661462,small_airport,Paranapoema
SSFH,Vale dos Dinassauros Airport,-47.811638,-19.785486,small_airport,Uberaba
SSFJ,Fazenda Retiro da Cachoeira Airport,-54.618119,-20.810952,small_airport,Campo Grande
SSFK,Forte Coimbra Airport,-57.779889,-19.906111,small_airport,Corumbá
SSFL,João Pereira dos Santos Filho Airport,-40.628379,-7.100147,small_airport,Fronteiras
SSFO,Fazenda Novo Horizonte Airport,-56.320278,-20.039722,small_airport,Miranda
SSFR,Fronteira Airport,-49.187636,-20.278662,small_airport,Fronteira
SSFS,Fazenda Sapezal Airport,-58.782143,-13.332545,small_airport,Sapezal
SSFX,Fazenda Primavera Airport,-50.580087,-23.457130,small_airport,Nova Fátima
SSFY,Furnas Centrais Elétricas Heliport,-54.542070,-25.473278,heliport,Foz do Iguaçu
SSGA,Garibaldi Airport,-51.531674,-29.269047,small_airport,Garibaldi
SSGB,Guaratuba Airport,-48.611759,-25.881559,small_airport,Guaratuba
SSGE,Fazenda Periquitos Airport,-51.833131,-20.501698,small_airport,Três Lagoas
SSGF,Fazenda Formosa Airport,-53.223825,-20.198188,small_airport,Ribas do Rio Pardo
SSGH,Fazenda Capão Verde Airport,-56.073249,-20.073735,small_airport,Aquidauana
SSGJ,Fazenda Poleiro Grande Airport,-56.272494,-17.250266,small_airport,Corumbá
SSGL,Fazenda Falcão Airport,-54.181111,-15.399444,small_airport,Primavera do Leste
SSGM,Fazenda Seriema Airport,-56.562500,-21.693333,small_airport,Bela Vista
SSGN,Fazenda Guaíba Airport,-54.540208,-23.236148,small_airport,Iguatemi
SSGO,Rosada Airport,-54.588751,-19.428081,small_airport,São Gabriel d`Oeste
SSGP,Piquet Airport,-47.808639,-15.854319,closed,Brasília
SSGT,Fazenda Capão Alto Airport,-54.815880,-21.695690,small_airport,Rio Brilhante
SSGU,Fazenda Gurucaia Airport,-53.326093,-23.186335,small_airport,Santa Isabel do Ivaí
SSGV,Sorocred Heliport,-47.477778,-23.556667,heliport,Votorantim
SSGW,Manoel Ribas Airport,-53.044453,-24.220459,small_airport,Goioerê
SSGX,Fazenda Rio Negro Airport,-56.245297,-19.569416,small_airport,Aquidauana
SSGY,Guaíra Airport,-54.191700,-24.081100,small_airport,Guaíra
SSGZ,Fazenda Santa Helena do Pindó Airport,-53.867508,-22.893908,small_airport,Naviraí
SSHA,Aeroclube de Aquidauana Airport,-55.769444,-20.480833,small_airport,Aquidauana
SSHD,Fazenda Bipandora II Airport,-54.904273,-22.001521,small_airport,Itaporã
SSHE,Fazenda Nova Guaporé,-60.322462,-13.906460,small_airport,Comodoro
SSHG,Fazenda Tereré Airport,-55.763847,-22.357945,small_airport,Antônio João
SSHH,Helisul I Heliport,-54.493876,-25.608954,heliport,Foz do Iguaçu
SSHK,Fazenda Jaguarandy Airport,-55.569443,-22.589722,small_airport,Ponta Porã
SSHL,Fazenda Jussara Airport,-52.408333,-23.575001,small_airport,Jussara
SSHM,Hospital Moinho de Vento Heliport,-51.211109,-30.024445,heliport,Porto Alegre
SSHN,Recanto das Águias Airport,-51.875557,-23.245001,small_airport,Iguaraçu
SSHO,Hospital Santa Rita Helipad,-34.946861,-7.126055,heliport,Santa Rita
SSHR,Horus Heliport,-48.848045,-26.331964,closed,Joinville
SSHS,Helisul IV Heliport,-54.481528,-25.612929,heliport,Foz do Iguaçu
SSHT,Ingazeira Airport,-56.718636,-10.130462,small_airport,Alta Floresta
SSHU,Fazenda Centenário Airport,-56.045277,-19.458055,small_airport,Aquidauana
SSHV,Fazenda Genipapo Airport,-44.615940,-17.724468,small_airport,Várzea da Palma
SSHX,Aeródromo de Fazenda Jatobá,-55.300022,-23.922994,small_airport,Paranhos
SSHZ,Walter Bündchen Airport,-54.339100,-27.638300,small_airport,Horizontina
SSIA,Fazenda Ipê Airport,-45.310246,-8.427943,small_airport,Baixa Grande do Ribeiro
SSIC,APLIC Aviação Agrícola Ltda Airport,-54.824444,-22.306667,small_airport,Dourados
SSIE,Teruel Ipanema Estância Airport,-54.595530,-20.604145,small_airport,Campo Grande
SSIF,Fazenda Baunilha Airport,-54.030358,-23.562109,small_airport,Itaquiraí
SSIH,Fazenda Fortaleza Airport,-52.721681,-20.946947,small_airport,Brasilândia
SSIJ,João Batista Bos Filho Airport,-53.846568,-28.368711,small_airport,Ijuí
SSIK,VIVO Heliport,-46.857891,-23.465628,heliport,Santana de Parnaíba
SSIN,Sítio Costa dos Calhaus Heliport,-44.633209,-23.216775,heliport,Paraty
SSIP,Fazenda Santa Otília Airport,-57.043427,-21.186742,small_airport,Porto Murtinho
SSIQ,Itaqui Airport,-56.538343,-29.171981,small_airport,Itaqui
SSIR,Ibirubá Airport,-53.078888,-28.604168,small_airport,Ibirubá
SSIS,Major José Ignácio Airport,-48.097222,-22.047778,small_airport,Ibaté
SSIT,Issaig I Heliport,-49.303132,-28.702032,heliport,Içara
SSIU,Sítio Enel Airport,-52.365496,-30.137259,small_airport,Pântano Grande
SSIW,Fazenda Damaro Airport,-56.435725,-19.980153,small_airport,Miranda
SSIX,Fazenda Campo Verde Airport,-53.507444,-22.652796,small_airport,Taquarussu
SSIZ,Condomínio Fazenda da Grama Heliport,-47.062500,-23.059167,heliport,Itupeva
SSJA,Santa Terezinha Airport,-51.553327,-27.171514,small_airport,Joaçaba
SSJB,Salenco Airport,-54.348861,-18.862268,small_airport,São Gabriel d`Oeste
SSJC,Fazenda do Jacuí Airport,-51.301625,-29.983505,small_airport,Guaíba
SSJF,Polícia Federal Curitiba Heliport,-49.227700,-25.376200,heliport,Curitiba
SSJG,Fazenda Santa Ana Airport,-57.681389,-21.216389,small_airport,Porto Murtinho
SSJH,Fazenda Guarani Airport,-53.568930,-22.164289,small_airport,Nova Andradina
SSJI,Jardim Airport,-56.152599,-21.493099,small_airport,Jardim
SSJJ,Fazenda Tupi Airport,-53.128837,-21.805647,small_airport,Nova Andradina
SSJK,Júlio de Castilho Airport,-53.743301,-29.153099,small_airport,Júlio De Castilho
SSJM,Fazenda Júlio Martins Airport,-52.499443,-18.842501,small_airport,Chapadão Do Sul
SSJN,Fazenda Santa Helena Heliport,-46.680259,-22.970268,heliport,Bragança Paulista
SSJO,Fazenda Angico Airport,-57.452778,-19.376389,small_airport,Corumbá
SSJP,Fazenda Junqueira Airport,-51.929169,-22.895000,small_airport,Colorado
SSJQ,Fazenda Floresta Airport,-51.873778,-12.806725,small_airport,Ribeirão Cascalheira
SSJS,Malwee Heliport,-49.127257,-26.517934,heliport,Jaraguá do Sul
SSJV,Fazenda Piratininga Airport,-56.480037,-17.938848,small_airport,Corumbá
SSJW,Fazenda Jauru Airport,-53.892223,-21.782499,small_airport,Rio Brilhante
SSJX,São Bento Airport,-57.014168,-19.478056,small_airport,Corumbá
SSJY,São João Airport,-56.217220,-17.707500,small_airport,Corumbá
SSJZ,Fazenda Três Unidos Airport,-54.007129,-24.052209,small_airport,Terra Roxa
SSKA,Fazenda Campinas Airport,-56.359722,-18.905556,small_airport,Corumbá
SSKB,Fazenda Tupanciretan Airport,-56.377220,-19.474443,small_airport,Aquidauana
SSKC,Fazenda União Airport,-52.059370,-19.292785,small_airport,Inocência
SSKE,Campo Primavera,-53.078492,-23.121160,small_airport,Santa Mônica
SSKF,Porto Bonito Airport,-53.872329,-23.344521,small_airport,Itaquiraí
SSKG,Estância Santa Maria Airport,-54.525501,-20.505301,small_airport,Campo Grande
SSKH,Fazenda Karl Hermann Isenberg Airport,-55.538891,-22.911667,small_airport,Aral Moreira
SSKI,Fazenda Santa Helena Airport,-50.585196,-23.340699,small_airport,Cornélio Procópio
SSKK,Capão da Canoa Airport,-50.036945,-29.763611,small_airport,Capão Da Canoa
SSKM,Campo Mourão Airport,-52.356800,-24.009199,small_airport,Campo Mourão
SSKP,Copacel Airport,-53.842220,-24.308889,small_airport,Palotina
SSKQ,Fazenda Santa Rosa Airport,-50.461944,-14.541111,small_airport,Nova Crixás
SSKR,Fazenda Primavera Airport,-50.820000,-17.170000,small_airport,Paraúna
SSKS,Cachoeira do Sul Airport,-52.940800,-30.001900,small_airport,Cachoeira Do Sul
SSKT,Aeroclube de Santa Catarina Airport,-48.672779,-27.611668,small_airport,São José
SSKU,Curitibanos Airport,-50.604832,-27.286827,small_airport,Curitibanos
SSKW,Cacoal Airport,-61.450800,-11.496000,small_airport,Cacoal
SSKX,Fazenda São Luíz do Matão Airport,-50.652886,-19.869993,small_airport,Carneirinho
SSKY,Fazenda Querência Airport,-58.355278,-14.473611,small_airport,Tangará Da Serra
SSKZ,Carazinho Airport,-52.816200,-28.322500,small_airport,Carazinho
SSLB,Fazenda São Paulino Airport,-55.926109,-19.025278,small_airport,Corumbá
SSLD,Fazenda Lourdes Airport,-56.759445,-18.643888,small_airport,Corumbá
SSLE,Eldorado Brasil Heliport,-51.613889,-20.595277,heliport,Três Lagoas
SSLG,São Luís Gonzaga Airport,-55.037498,-28.376389,small_airport,São Luís Gonzaga
SSLH,Helipalm Heliport,-46.314775,-23.651964,heliport,Suzano
SSLL,Fazenda Itaguassu Airport,-55.926764,-22.249873,small_airport,Antônio João
SSLM,Estância Acrobata Airport,-48.941534,-16.548655,small_airport,Leopoldo de Bulhões
SSLN,Helmuth Baungarten Airport,-49.542500,-27.160000,small_airport,Lontras
SSLO,Loanda Airport,-53.148998,-22.917101,small_airport,Loanda
SSLP,Fazenda Lucero Porã Airport,-57.646667,-21.910833,small_airport,Porto Murtinho
SSLQ,Fazenda Campanário Airport,-55.072604,-22.783302,small_airport,Laguna Carapã
SSLR,Ocorema Airport,-57.593334,-19.105000,small_airport,Ladário
SSLT,Alegrete Novo Airport,-55.894707,-29.811595,small_airport,Alegrete
SSLU,Fazenda Aurora Airport,-56.611667,-21.523332,small_airport,Jardim
SSLX,Fazenda Brasília do Sul Airport,-54.608345,-22.701258,small_airport,Juti
SSLY,Norte Sul Heliport,-47.046944,-22.901944,heliport,Campinas
SSMB,Fazenda Oriente Airport,-43.628157,-22.282949,small_airport,Valença
SSMC,Fazenda São Miguel da Catequese Airport,-53.520000,-22.087778,small_airport,Nova Andradina
SSME,Fazenda Ipiranga Airport,-55.565663,-20.976584,small_airport,Anastácio
SSMG,Uno Heliport,-46.331389,-23.956667,heliport,Santos
SSMH,Fazenda Santa Maria Airport,-52.463612,-31.929443,small_airport,Capão Do Leão
SSMJ,Maracaju Airport,-55.144906,-21.633888,small_airport,Maracaju
SSMK,El Dorado Airport,-51.409721,-30.073334,small_airport,Eldorado Do Sul
SSMM,MACAÉ Heliport,-40.284467,-6.103733,heliport,Tauá
SSMO,Fazenda Luma Airport,-52.730275,-19.344942,small_airport,Paraíso das Águas
SSMP,Fazenda Três Minas Airport,-52.010390,-23.673252,small_airport,Itambé
SSMQ,Chácara Monte Alegre Heliport,-46.680556,-22.690000,heliport,Monte Alegre Do Sul
SSMR,Manoel Ribas Airport,-51.651714,-24.529600,small_airport,Manoel Ribas
SSMT,Mostardas Airport,-50.910301,-31.103600,small_airport,Mostardas
SSMU,Magnum Heliport,-51.105278,-29.946943,heliport,Cachoeirinha
SSMV,Fazenda Boa Vista Airport,-47.560000,-22.042500,small_airport,Pirassununga
SSMW,ICA (Ilha Clube Aerodesportivo) / Ultraleves Airport,-47.013889,-24.315277,small_airport,Peruibe
SSMX,Fazenda Planalto Airport,-46.483921,-21.142698,small_airport,Nova Resende
SSMY,São Miguel do Iguaçu Airport,-54.234722,-25.398889,small_airport,São Miguel do Iguaçu
SSMZ,Fazenda São Mateus Airport,-59.983333,-13.917222,small_airport,Comodoro
SSNA,Estância Miranda Airport,-56.427346,-19.896503,small_airport,Miranda
SSNB,Naviraí Airport,-54.180199,-23.034800,small_airport,Naviraí
SSND,Santa Maria Airport,-52.820000,-11.160000,small_airport,São Félix Do Araguaia
SSNF,Fazenda Naisa Airport,-48.810001,-20.329721,small_airport,Colômbia
SSNG,Montenegro Airport,-51.489399,-29.719400,small_airport,Montenegro
SSNH,Novo Hamburgo Airport,-51.081699,-29.696100,small_airport,Novo Hamburgo
SSNI,Fazenda Novo Rumo Airport,-53.876945,-22.985277,small_airport,Naviraí
SSNJ,Fazenda Primavera Airport,-55.905280,-19.507500,small_airport,Aquidauana
SSNK,Sementes Petrovina Airport,-54.064558,-16.848464,small_airport,Pedra Preta
SSNM,Guarantã Airport,-54.884974,-9.962281,small_airport,Guarantã do Norte
SSNP,Nova Prata Airport,-51.604198,-28.802500,small_airport,Nova Prata
SSNQ,Nioaque Airport,-55.830276,-21.184723,small_airport,Nioaque
SSNR,Fazenda Novo Horizonte Airport,-54.935555,-18.318611,small_airport,Coxim
SSNS,Fazenda Pajuçara Airport,-45.104738,-13.183082,small_airport,Correntina
SSNU,Santa Isabel Airport,-48.025002,-22.240833,small_airport,Brotas
SSNV,Fazenda Novo Hamburgo Airport,-57.029720,-19.233055,small_airport,Corumbá
SSNW,Aeródromo Fazenda Milano,-45.513889,-12.302778,small_airport,Barreiras
SSNX,Fazenda da Toca Heliport,-47.736668,-22.213333,heliport,Itirapina
SSNY,Fazenda Florida Airport,-58.216667,-17.183611,small_airport,Cáceres
SSOA,Blue Tree Tower Faria Lima Heliport,-46.680752,-23.591218,heliport,São Paulo
SSOD,Fazenda Pouso Alegre Airport,-56.415279,-20.247778,small_airport,Miranda
SSOE,São Miguel do Oeste Hélio Wasum Airport,-53.503502,-26.781601,small_airport,São Miguel do Oeste
SSOG,Arapongas Airport,-51.491967,-23.352636,small_airport,Arapongas
SSOI,Pederneiras Airport,-48.771942,-22.307222,small_airport,Pederneiras
SSOJ,Fazenda Estrela Airport,-51.735000,-19.979167,small_airport,Inocência
SSOK,14 Bis Airport,-51.183600,-23.214560,small_airport,Londrina
SSOL,Padre Israel Airport,-44.963902,-21.240601,small_airport,Lavras
SSON,Fazenda Joalice Airport,-55.029167,-23.787779,small_airport,Tacuru
SSOQ,Fazenda Barranco Alto Airport,-56.152222,-19.577778,small_airport,Aquidauana
SSOR,Chico Ledur Airport,-55.714634,-29.817701,small_airport,Alegrete
SSOS,Osório Airport,-50.249191,-29.902286,small_airport,Osório
SSOT,Fazenda Saco da Tapera Airport,-45.349167,-16.346945,small_airport,São Romão
SSOU,Aripuanã Airport,-59.457469,-10.187375,small_airport,Aripuanã
SSOY,FazendaMorada do Sol Airport,-57.019444,-12.290556,small_airport,Nova Maringá
SSOZ,Mina Brucutu Heliport,-43.395261,-19.869610,heliport,São Gonçalo Do Rio Abaixo
SSPA,Fazenda Marajoara Airport,-49.038368,-11.963583,small_airport,Cariri do Tocantins
SSPB,Fazenda São José do Pontal Airport,-53.598889,-20.651944,small_airport,Ribas do Rio Pardo
SSPC,Fazenda Santa Júlia Airport,-51.340000,-13.731667,small_airport,Cocalinho
SSPD,Fazenda Paraguá Airport,-60.033333,-14.766667,small_airport,Comodoro
SSPE,Essência Retiro do Rio Cuiabá Airport,-55.609444,-14.435556,small_airport,Nobres
SSPG,Paranaguá Airport,-48.531200,-25.540100,small_airport,Paranaguá
SSPH,Fazenda Santa Lucia Airport,-56.097017,-12.928641,small_airport,Lucas do Rio Verde
SSPI,Paranavaí Airport,-52.488499,-23.089899,small_airport,Paranavaí
SSPL,Palmeira das Missões Airport,-53.329700,-27.901800,small_airport,Palmeira Da Missões
SSPM,Porto Murtinho Airport,-57.880199,-21.709600,small_airport,Porto Murtinho
SSPN,Paranaíba Airport,-51.199402,-19.651199,small_airport,Paranaíba
SSPO,Aplicação Aviação Agrícola II Airport,-54.789722,-22.009167,small_airport,Itaporã
SSPQ,Santa Rosa do Purus Airport,-70.483364,-9.446646,small_airport,Santa Rosa do Purus
SSPR,Porto Walter Airport,-72.745800,-8.276196,small_airport,Porto Walter
SSPS,Palmas Airport,-51.975899,-26.472000,small_airport,Palmas
SSPT,Palotina Airport,-53.828701,-24.343300,small_airport,Palotina
SSPV,Marechal Thaumaturgo Airport,-72.779721,-8.959443,small_airport,Marechal Thaumaturgo
SSPW,Fazenda São Paulo Airport,-53.153537,-18.100558,small_airport,Costa Rica
SSPX,Manoel Urbano Airport,-69.260038,-8.850100,small_airport,Manoel Urbano
SSPY,Porto Índio Airport,-57.748711,-17.672559,small_airport,Corumbá
SSQA,Fazenda Guaporé Airport,-60.315277,-13.723056,small_airport,Comodoro
SSQB,Jordão Airport,-71.946944,-9.189444,small_airport,Jordão
SSQC,Siqueira Campos Airport,-49.815582,-23.674620,small_airport,Siqueira Campos
SSQD,Ilha do Cavaco Heliport,-44.267371,-23.013773,heliport,Angra Dos Reis
SSQE,TV Mundial I Heliport,-46.708332,-23.568056,heliport,São Paulo
SSQF,Fazenda Floresta Negra Airport,-54.698456,-23.815239,small_airport,Sete Quedas
SSQH,Hospital Mater Dei Heliport,-43.948891,-19.927221,heliport,Belo Horizonte
SSQI,Santa Anastácia Airport,-55.684722,-12.509167,small_airport,Sorriso
SSQJ,Company Helipad,-46.703256,-23.572749,heliport,São Paulo
SSQP,Monte Santo Airport,-39.286476,-10.464823,small_airport,Monte Santo
SSQR,Fazenda Primavera Airport,-53.597493,-21.385867,small_airport,Ribas do Rio Pardo
SSQS,Fazenda Brasil Airport,-52.310209,-15.032426,small_airport,Barra do Garças
SSQT,Castro Airport,-49.959651,-24.807723,small_airport,Castro
SSQU,Fazenda Alegrete - Retiro Carabda Airport,-55.701668,-20.064722,small_airport,Aquidauana
SSQV,UNICID - Universidade Cidade de São Paulo Heliport,-46.559166,-23.535833,heliport,São Paulo
SSQW,Royal Palm Plaza Heliport,-47.071667,-22.935556,heliport,Campinas
SSQX,Frei Caneca Shopping Heliport,-46.652500,-23.553612,heliport,São Paulo
SSQY,Centro Empresarial de São Paulo Heliport,-46.729443,-23.648890,heliport,São Paulo
SSQZ,Mimoso do Oeste Airport,-45.895000,-12.106389,small_airport,Luíz Eduardo Magalhães
SSRB,Rio Brilhante Airport,-54.527779,-21.847778,small_airport,Rio Brilhante
SSRC,Fazenda Santa Inês Airport,-54.368332,-21.703056,small_airport,Rio Brilhante
SSRE,Realeza Airport,-53.512699,-25.801201,small_airport,Realeza
SSRF,Castro Alves Airport,-39.446701,-12.765700,small_airport,Castro Alves
SSRH,Fazenda Marimbondo Airport,-55.982938,-20.778055,small_airport,Anastácio
SSRJ,Fazenda Jequitibá Airport,-53.815477,-21.878395,small_airport,Nova Alvorada do Sul
SSRK,Campo Alegre de Lourdes Airport,-42.995098,-9.513910,small_airport,Campo Alegre De Lourdes
SSRM,Fazenda São Sebastião Airport,-56.276112,-21.019444,small_airport,Bonito
SSRN,Aeroclube de Rio Negrinho Airport,-49.521372,-26.321385,small_airport,Rio Negrinho
SSRS,Rancho Sumidor Airport,-49.832029,-27.192320,small_airport,Pouso Redondo
SSRU,São Lourenço do Sul Airport,-52.032799,-31.383301,small_airport,São Lourenço Do Sul
SSRV,Riviera Helipad,-48.639763,-26.952773,heliport,Itajaí
SSRW,Fazenda J Campos Airport,-48.102146,-23.203627,small_airport,Porangaba
SSRZ,Dário Brasil Capoano de Oliveira Airport,-54.923916,-30.277493,small_airport,Rosário do Sul
SSSA,Fazenda Sant`Anna do Apa Airport,-56.240001,-21.996186,small_airport,Bela Vista
SSSB,São Borja Airport,-56.034599,-28.654900,small_airport,São Borja
SSSC,Santa Cruz do Sul Airport,-52.412201,-29.684099,small_airport,Santa Cruz do Sul
SSSD,Soledade Airport,-52.540569,-28.863762,small_airport,Soledade
SSSE,Jihad Dehaini Heliport,-49.393612,-25.576668,heliport,Araucária
SSSG,São Gabriel Airport,-54.267799,-30.344999,small_airport,São Gabriel
SSSH,Fazenda Santo Inácio Airport,-57.011112,-19.199167,small_airport,Corumbá
SSSI,Fazenda Manto Verde Airport,-45.015480,-7.868144,small_airport,Baixa Grande do Ribeiro
SSSJ,HSM Helipad,-48.468673,-1.437800,heliport,Belém
SSSK,FC Airport,-43.922377,-4.507177,small_airport,Codó
SSSN,do Açu Heliport,-41.018902,-21.799200,heliport,São João Da Barra
SSSO,Fazenda São José I Airport,-52.032259,-21.412791,small_airport,Brasilândia
SSSP,Fazenda Santa Delfina Airport,-56.310001,-20.040277,small_airport,Miranda
SSSR,Fazenda Santa Rosa Airport,-52.733334,-20.316389,small_airport,Água Clara
SSSS,São Francisco do Sul Airport,-48.567381,-26.219866,small_airport,São Francisco do Sul
SSST,Santiago Airport,-54.842220,-29.215000,small_airport,Santiago
SSSV,Fazenda Palmitos Airport,-54.755788,-13.820338,small_airport,Nova Ubiratã
SSSW,Fazenda Santa Maria Airport,-51.950343,-19.722091,small_airport,Inocência
SSSY,Fazenda Silvana Airport,-53.511665,-22.516666,small_airport,Nova Andradina
SSSZ,Sertanópolis Municipal Airport,-51.013901,-23.062201,small_airport,Sertanópolis
SSTA,Santa Maria Airport,-54.800835,-30.245832,small_airport,São Gabriel
SSTB,Três Barras Airport,-50.310902,-26.135799,small_airport,Três Barras
SSTC,Copesul Heliport,-51.381111,-29.882778,heliport,Triunfo
SSTD,Fazenda Arco de Canto Airport,-51.596111,-28.550833,small_airport,André Da Rocha
SSTF,Fazenda Triunfo Airport,-57.131681,-17.874997,small_airport,Corumbá
SSTG,Fazenda Santa Terezinha Airport,-57.058636,-18.467249,small_airport,Corumbá
SSTH,Fazenda Thália Airport,-49.682472,-25.520223,small_airport,Balsa Nova
SSTI,Arraial d`Ajuda Airport,-39.155511,-16.455421,small_airport,Porto Seguro
SSTJ,Walter Ewaldo Siegel Airport,-49.818611,-27.349167,small_airport,Trombudo Central
SSTK,Fazenda União de Iguatemi Airport,-54.539722,-23.682777,small_airport,Iguatemi
SSTP,Fazenda Baessa Airport,-50.320556,-17.970833,small_airport,Turvelândia
SSTQ,Silvestre Airport,-51.907722,0.849317,small_airport,Pedra Branca do Amapari
SSTR,Usina CEM Airport,-49.241760,-17.936530,small_airport,Morrinhos
SSTS,Fazenda Bandeirantes Airport,-53.444055,-22.610683,small_airport,Taquarussu
SSTT,Lemon Hotel Heliport,-34.905278,-8.074722,heliport,Recife
SSTU,Fazenda Jauru Airport,-54.105000,-18.730000,small_airport,Camapuã
SSTV,Fazenda Diamantino Airport,-55.401030,-12.120698,small_airport,Sinop
SSTW,Quissamã Airstrip,-41.481111,-22.059444,small_airport,Quissamã
